72       0.50     66.42    45.17    13.70    4.11     -243.46  -80.20   -315.42  0.00     -509.68 
73       0.54     63.43    41.88    11.27    4.74     -244.99  -78.65   -312.47  0.00     -514.79 
74       0.50     68.16    45.73    12.11    4.52     -244.04  -84.39   -312.36  0.00     -510.27 
75       0.52     62.33    48.52    14.16    3.10     -248.02  -81.82   -314.69  0.00     -516.42 
76       0.50     69.36    45.02    14.60    5.18     -237.92  -76.90   -315.31  0.00     -495.97 
77       0.50     60.72    48.73    13.44    8.79     -245.07  -82.03   -314.22  0.00     -509.65 
78       0.48     68.26    53.76    13.39    3.68     -243.18  -79.21   -313.75  0.00     -497.05 
79       0.47     64.43    39.42    12.10    6.07     -238.44  -83.81   -309.28  0.00     -509.51 
80       0.51     56.76    44.26    11.40    4.38     -243.58  -81.74   -316.56  0.00     -525.08 
81       0.48     64.37    45.11    13.22    3.09     -243.46  -79.98   -315.38  0.00     -513.03 
82       0.48     73.91    46.48    17.03    6.56     -247.50  -82.20   -309.39  0.00     -495.12 
83       0.49     65.82    54.10    12.38    4.28     -248.47  -79.18   -309.02  0.00     -500.09 
84       0.48     61.18    49.40    12.45    6.47     -248.83  -80.36   -312.74  0.00     -512.44 
85       0.46     59.00    44.25    17.24    6.22     -259.60  -77.11   -309.81  0.00     -519.82 
86       0.50     66.69    53.30    10.96    6.77     -257.44  -78.33   -311.01  0.00     -509.06 
87       0.47     64.75    50.67    10.82    4.48     -248.35  -84.81   -307.57  0.00     -510.00 
88       0.48     66.29    44.84    15.95    2.72     -258.09  -78.18   -311.01  0.00     -517.48 
89       0.47     59.34    40.54    9.48     3.70     -254.41  -76.70   -312.91  0.00     -530.96 
90       0.48     66.37    45.68    11.90    7.81     -255.52  -81.89   -311.82  0.00     -517.47 
91       0.49     70.31    47.02    12.02    4.70     -246.66  -81.06   -314.25  0.00     -507.92 
92       0.51     66.38    42.17    12.50    5.89     -256.26  -76.58   -313.39  0.00     -519.28 
93       0.49     67.26    43.99    14.01    3.19     -251.00  -84.37   -307.48  0.00     -514.39 
94       0.49     57.51    45.49    14.21    3.58     -255.30  -81.52   -310.34  0.00     -526.36 
95       0.50     70.49    48.83    10.77    5.74     -254.54  -85.92   -314.64  0.00     -519.27 
96       0.49     73.22    42.00    16.43    5.89     -250.85  -77.68   -314.95  0.00     -505.93 
97       0.49     73.51    51.81    15.97    3.94     -245.80  -82.29   -316.03  0.00     -498.89 
98       0.49     73.05    44.03    14.69    3.80     -253.55  -80.92   -313.16  0.00     -512.05 
99       0.51     73.16    45.83    18.54    8.00     -255.67  -78.78   -313.84  0.00     -502.76 
100      0.54     56.45    41.07    8.89     5.68     -251.58  -77.56   -310.32  0.00     -527.37 
101      0.50     60.95    43.12    17.24    4.51     -245.33  -80.54   -309.70  0.00     -509.75 
102      0.50     70.56    46.24    12.56    8.54     -250.83  -80.68   -314.37  0.00     -507.99 
103      0.48     73.40    46.76    14.18    5.78     -250.68  -77.61   -309.57  0.00     -497.74 
104      0.48     65.67    38.69    9.81     3.54     -250.97  -86.88   -310.04  0.00     -530.19 
105      0.49     61.31    34.42    10.43    3.81     -253.52  -77.43   -314.36  0.00     -535.34 
106      0.50     64.17    54.53    9.52     6.18     -246.31  -84.53   -306.42  0.00     -502.87 
107      0.48     63.49    42.72    15.41    10.41    -239.42  -78.94   -308.64  0.00     -494.96 
108      0.49     69.95    47.56    11.65    4.11     -252.08  -83.84   -305.27  0.00     -507.93 
109      0.50     64.71    49.01    14.79    6.67     -252.76  -86.95   -305.22  0.00     -509.74 
110      0.50     69.96    50.45    13.62    4.30     -248.85  -83.84   -314.36  0.00     -508.73 
111      0.47     63.88    43.95    17.49    7.13     -242.77  -74.41   -309.51  0.00     -494.25 
112      0.49     65.19    39.55    12.41    5.88     -237.76  -83.88   -307.86  0.00     -506.48 
113      0.46     68.62    39.45    13.39    5.96     -248.12  -79.59   -307.49  0.00     -507.77 
114      0.47     66.74    36.76    12.60    4.76     -251.75  -78.96   -306.95  0.00     -516.80 
115      0.47     67.02    53.08    11.41    4.71     -245.89  -84.75   -312.64  0.00     -507.06 
116      0.48     64.76    39.84    11.32    4.74     -244.73  -81.97   -309.95  0.00     -515.98 
117      0.48     63.16    41.41    14.43    3.59     -254.26  -81.20   -312.31  0.00     -525.17 
118      0.50     58.82    43.30    18.73    4.82     -249.40  -86.74   -310.33  0.00     -520.80 
119      0.48     58.33    54.23    11.08    5.53     -252.30  -81.11   -310.58  0.00     -514.82 
120      0.50     71.01    44.43    13.96    5.00     -245.61  -82.32   -310.27  0.00     -503.80 
121      0.51     83.00    44.78    18.09    5.29     -252.43  -79.88   -312.98  0.00     -494.12 
122      0.52     64.55    49.45    12.18    5.32     -253.40  -82.49   -310.65  0.00     -515.04 
123      0.51     62.58    41.19    15.13    10.54    -241.56  -79.82   -314.87  0.00     -506.81 
124      0.48     59.01    51.95    12.05    4.21     -247.41  -79.36   -312.73  0.00     -512.28 
125      0.50     72.75    56.38    10.11    6.23     -252.50  -72.70   -316.16  0.00     -495.89 
126      0.48     64.16    54.36    12.00    5.05     -244.89  -81.74   -313.55  0.00     -504.61 
127      0.50     65.69    47.93    10.82    4.57     -248.23  -85.22   -310.11  0.00     -514.54 
128      0.51     61.35    46.12    13.69    4.89     -235.86  -92.31   -316.61  0.00     -518.73 
129      0.50     63.62    42.21    11.29    5.17     -247.49  -90.18   -316.89  0.00     -532.27 
130      0.48     64.83    45.94    12.95    3.55     -246.26  -85.43   -317.56  0.00     -521.97 
131      0.47     72.88    48.64    16.67    4.70     -246.46  -85.19   -310.73  0.00     -499.49 
132      0.48     66.56    42.04    11.93    4.58     -241.52  -81.67   -312.20  0.00     -510.29 
133      0.48     74.56    43.48    11.73    5.05     -249.23  -81.29   -317.20  0.00     -512.89 
134      0.47     59.29    49.08    12.66    3.91     -248.74  -80.15   -308.93  0.00     -512.89 
135      0.46     60.67    44.01    12.88    5.56     -249.13  -80.74   -309.19  0.00     -515.95 
136      0.47     63.31    48.39    13.04    6.75     -244.27  -81.70   -312.75  0.00     -507.23 
137      0.45     63.71    42.19    14.48    8.71     -255.18  -81.91   -312.50  0.00     -520.50 
138      0.49     65.37    48.31    14.32    5.42     -252.86  -82.59   -314.20  0.00     -516.22 
139      0.48     68.18    38.99    14.68    3.91     -253.28  -79.52   -315.22  0.00     -522.26 
140      0.47     68.38    46.61    14.29    3.30     -247.86  -81.91   -313.60  0.00     -510.78 
141      0.46     71.82    49.60    13.74    5.01     -244.41  -81.19   -314.94  0.00     -500.37 
142      0.47     59.21    50.98    12.01    5.13     -254.27  -79.89   -309.94  0.00     -516.76 
143      0.47     67.66    42.10    13.25    7.13     -253.42  -81.11   -313.63  0.00     -518.01 
144      0.44     56.08    40.09    9.42     5.36     -237.27  -80.22   -309.88  0.00     -516.42 
145      0.47     73.13    45.73    12.83    8.77     -252.94  -75.44   -309.93  0.00     -497.85 
146      0.47     68.49    43.47    15.71    7.57     -251.96  -76.29   -309.09  0.00     -502.10 
147      0.48     74.05    44.97    10.06    3.16     -254.94  -88.02   -309.27  0.00     -519.98 
148      0.49     67.74    47.29    11.85    4.32     -254.41  -91.81   -315.59  0.00     -530.61 
149      0.49     62.52    39.20    12.85    4.23     -246.36  -90.12   -310.57  0.00     -528.26 
150      0.49     70.16    43.37    14.98    5.47     -246.31  -87.80   -312.95  0.00     -513.09 
151      0.48     61.87    46.16    12.90    4.62     -248.51  -91.48   -309.01  0.00     -523.44 
152      0.49     66.98    39.77    13.54    3.59     -253.09  -89.73   -309.34  0.00     -528.28 
153      0.49     76.78    51.34    13.34    5.02     -251.84  -92.29   -309.62  0.00     -507.27 
154      0.49     67.78    40.00    12.64    5.98     -263.41  -97.77   -305.94  0.00     -540.72 
155      0.50     62.99    47.33    10.06    6.03     -258.00  -105.12  -305.94  0.00     -542.65 
156      0.50     62.91    40.79    10.98    5.38     -264.81  -99.72   -306.72  0.00     -551.19 
157      0.49     59.62    45.94    12.64    5.22     -258.83  -102.70  -303.39  0.00     -541.50 
158      0.50     63.08    45.78    14.05    2.59     -257.71  -103.66  -304.50  0.00     -540.36 
159      0.50     66.66    35.74    13.77    4.63     -255.80  -98.73   -304.64  0.00     -538.36 
160      0.50     61.27    49.29    15.34    4.75     -261.88  -102.19  -309.13  0.00     -542.55 
161      0.53     64.46    38.43    14.53    6.12     -260.84  -102.04  -310.55  0.00     -549.90 
162      0.51     73.57    36.19    10.15    3.90     -255.50  -95.70   -307.68  0.00     -535.07 
163      0.50     66.10    45.51    13.05    3.05     -259.10  -106.85  -303.14  0.00     -541.37 
164      0.49     57.05    40.43    12.60    2.99     -256.19  -102.59  -306.65  0.00     -552.36 
165      0.54     73.81    44.64    11.12    6.32     -263.57  -106.79  -316.22  0.00     -550.70 
166      0.54     78.22    42.51    10.88    2.49     -262.54  -104.11  -313.68  0.00     -546.23 
167      0.55     60.12    45.05    14.38    7.75     -260.14  -102.22  -316.05  0.00     -551.12 
168      0.55     67.09    43.28    14.35    4.26     -270.76  -106.80  -311.72  0.00     -560.30 
169      0.55     65.24    51.81    11.04    9.43     -273.58  -101.50  -314.91  0.00     -552.47 
170      0.53     70.36    45.13    16.45    5.98     -272.78  -109.89  -313.87  0.00     -558.62 
171      0.57     66.98    50.79    14.70    3.67     -266.05  -103.07  -319.64  0.00     -552.62 
172      0.53     63.65    40.06    13.47    3.08     -263.80  -111.13  -310.43  0.00     -565.11 
173      0.53     64.18    51.80    14.09    4.98     -269.97  -104.66  -318.86  0.00     -558.44 
174      0.54     62.95    39.24    9.05     9.88     -263.26  -102.12  -320.27  0.00     -564.53 
175      0.51     53.17    42.64    11.94    11.46    -265.07  -100.63  -316.84  0.00     -563.34 
176      0.56     67.33    44.45    13.42    2.95     -267.92  -96.58   -318.01  0.00     -554.37 
177      0.54     70.23    45.54    16.52    5.28     -269.34  -101.68  -313.05  0.00     -546.50 
178      0.56     63.32    48.93    18.26    3.33     -264.85  -95.56   -320.46  0.00     -547.02 
179      0.57     63.82    39.71    9.23     7.78     -263.48  -109.53  -314.77  0.00     -567.24 
180      0.58     68.14    42.34    15.08    7.25     -275.06  -100.30  -320.74  0.00     -563.28 
181      0.54     65.80    47.82    12.60    6.48     -278.29  -101.38  -313.56  0.00     -560.54 
182      0.54     69.42    38.49    11.40    4.77     -269.91  -95.53   -319.17  0.00     -560.54 
183      0.58     76.46    39.87    9.56     5.29     -267.15  -107.01  -319.73  0.00     -562.71 
184      0.53     69.08    46.78    11.84    10.55    -272.64  -104.49  -318.08  0.00     -556.96 
185      0.55     61.24    52.99    11.99    2.98     -271.02  -99.03   -319.78  0.00     -560.62 
186      0.55     62.99    35.68    10.29    4.42     -269.64  -100.33  -314.13  0.00     -570.72 
187      0.55     56.57    44.37    11.28    5.15     -272.10  -106.69  -317.42  0.00     -578.84 
188      0.55     66.10    39.08    10.14    4.82     -262.63  -106.30  -316.38  0.00     -565.16 
189      0.52     63.87    43.05    14.25    2.33     -268.86  -100.43  -314.09  0.00     -559.88 
190      0.57     65.67    43.80    14.60    9.30     -273.47  -108.99  -318.96  0.00     -568.05 
191      0.57     65.29    51.71    8.49     2.70     -265.04  -107.30  -317.74  0.00     -561.91 
192      0.59     66.38    44.10    15.91    8.31     -260.63  -112.72  -314.52  0.00     -553.17 
193      0.59     65.09    49.87    17.88    9.56     -277.43  -111.01  -310.79  0.00     -556.82 
194      0.55     61.26    46.88    8.97     4.55     -274.11  -108.06  -316.71  0.00     -577.24 
195      0.57     64.04    47.69    13.53    5.21     -265.55  -102.87  -313.96  0.00     -551.91 
196      0.58     62.94    49.71    16.57    3.70     -275.81  -107.46  -314.50  0.00     -564.84 
197      0.56     84.66    41.05    13.27    6.18     -274.04  -105.38  -316.63  0.00     -550.88 
198      0.59     57.70    39.47    11.54    6.47     -273.50  -100.98  -316.80  0.00     -576.10 
199      0.55     78.01    49.00    13.14    4.33     -268.86  -108.00  -316.40  0.00     -548.78 
200      0.54     74.50    44.87    18.47    5.41     -265.02  -110.84  -312.86  0.00     -545.48 
201      0.57     67.18    44.84    14.98    4.69     -275.11  -97.84   -316.64  0.00     -557.91 
202      0.59     66.23    49.61    13.40    4.54     -269.23  -104.91  -314.57  0.00     -554.94 
203      0.57     66.24    45.42    10.09    3.88     -273.29  -103.35  -320.77  0.00     -571.78 
204      0.60     57.05    46.28    18.83    5.57     -270.68  -113.05  -313.60  0.00     -569.61 
205      0.56     63.62    46.36    17.26    5.02     -275.45  -103.61  -313.73  0.00     -560.54 
206      0.59     61.17    52.48    12.84    3.19     -274.46  -111.16  -313.06  0.00     -568.99 
207      0.59     58.90    38.01    18.90    6.13     -264.63  -102.63  -318.51  0.00     -563.83 
208      0.56     70.38    51.82    14.88    6.24     -270.43  -104.12  -318.35  0.00     -549.58 
209      0.54     53.82    45.89    14.02    10.20    -276.43  -107.64  -313.12  0.00     -573.26 
210      0.56     67.61    39.59    11.60    6.25     -278.05  -103.63  -319.18  0.00     -575.82 
211      0.56     59.87    44.37    16.81    3.51     -276.31  -101.45  -315.91  0.00     -569.13 
212      0.58     67.97    45.61    14.60    8.12     -268.04  -108.89  -316.23  0.00     -556.84 
213      0.58     66.12    38.48    13.81    4.27     -263.48  -107.17  -318.60  0.00     -566.57 
214      0.55     59.80    49.83    14.28    5.81     -269.09  -105.63  -319.42  0.00     -564.42 
215      0.57     71.29    40.23    16.34    6.69     -270.06  -107.34  -316.52  0.00     -559.38 
216      0.56     71.57    40.41    12.19    4.71     -270.61  -107.87  -315.33  0.00     -564.92 
217      0.57     66.27    46.42    13.52    4.93     -271.23  -112.40  -313.84  0.00     -566.33 
218      0.59     58.85    46.94    15.73    8.64     -274.69  -105.68  -318.80  0.00     -569.00 
219      0.56     61.42    47.97    14.19    4.78     -266.58  -110.78  -318.19  0.00     -567.18 
220      0.60     63.76    49.36    18.61    5.29     -276.28  -104.53  -316.11  0.00     -559.90 
221      0.56     66.49    45.14    14.18    3.81     -284.46  -108.85  -314.27  0.00     -577.95 
222      0.58     57.25    42.46    13.89    8.75     -271.61  -103.45  -313.35  0.00     -566.07 
223      0.59     79.29    48.00    16.51    5.37     -264.75  -110.41  -317.24  0.00     -543.24 
224      0.59     70.07    48.03    10.84    4.11     -271.58  -107.19  -312.72  0.00     -558.43 
225      0.58     62.85    47.22    16.07    6.83     -265.47  -110.51  -316.11  0.00     -559.11 
226      0.58     65.06    45.30    14.52    6.92     -276.29  -109.26  -313.18  0.00     -566.94 
227      0.60     55.36    35.44    10.06    6.70     -266.35  -107.94  -319.94  0.00     -586.67 
228      0.58     75.62    44.85    16.47    6.13     -276.75  -101.10  -314.34  0.00     -549.12 
229      0.52     69.34    58.38    9.80     5.58     -266.56  -109.21  -313.36  0.00     -546.05 
230      0.58     61.53    49.88    10.85    5.31     -266.75  -107.29  -313.18  0.00     -559.66 
231      0.58     68.49    47.38    15.26    3.28     -276.14  -111.61  -317.63  0.00     -570.96 
232      0.59     75.41    52.88    12.55    9.53     -273.74  -110.72  -318.65  0.00     -552.73 
233      0.57     62.46    42.54    13.34    7.34     -279.58  -103.33  -313.42  0.00     -570.65 
234      0.58     61.70    39.56    16.32    5.70     -265.45  -106.61  -317.93  0.00     -566.71 
235      0.59     76.20    44.03    12.43    4.53     -278.37  -112.58  -314.48  0.00     -568.24 
236      0.61     56.33    35.86    10.27    5.46     -276.11  -110.59  -317.19  0.00     -595.98 
237      0.59     53.29    36.50    10.05    7.84     -265.14  -106.30  -313.73  0.00     -577.49 
238      0.58     65.92    42.61    15.12    5.85     -260.98  -111.95  -312.28  0.00     -555.71 
239      0.57     59.81    52.44    11.88    5.39     -260.28  -109.53  -312.30  0.00     -552.59 
240      0.59     63.49    34.42    11.09    4.84     -276.06  -112.86  -317.68  0.00     -592.76 
241      0.56     65.98    47.29    13.04    6.56     -270.18  -105.23  -317.94  0.00     -560.48 
242      0.58     66.80    42.02    11.85    6.58     -276.30  -111.80  -313.69  0.00     -574.53 
243      0.57     72.05    45.76    14.15    6.18     -268.73  -103.37  -314.28  0.00     -548.24 
244      0.59     60.43    47.32    13.51    5.73     -273.62  -104.64  -319.52  0.00     -570.78 
245      0.57     60.87    39.43    12.75    5.35     -277.85  -101.13  -315.85  0.00     -576.42 
246      0.53     65.30    44.03    14.21    6.23     -262.39  -109.66  -309.12  0.00     -551.41 
247      0.59     55.53    34.39    14.90    6.96     -276.91  -100.14  -319.89  0.00     -585.16 
248      0.58     65.29    42.30    12.27    5.01     -270.68  -105.44  -313.58  0.00     -564.84 
249      0.58     73.29    42.05    13.42    4.75     -264.72  -109.87  -316.17  0.00     -557.25 
