24       0.51     180.97   125.56   30.51    11.74    -289.38  -147.02  -404.69  0.00     -490.56  160.15   -40.71   -4.85    -0.06    0.00     -868.34 
25       0.51     179.32   98.51    37.16    8.43     -298.44  -152.72  -407.78  0.00     -494.60  159.99   -40.32   -6.01    -2.77    -0.00    -919.23 
26       0.54     140.26   114.01   34.49    10.03    -319.78  -146.49  -396.21  0.00     -487.67  159.75   -41.55   -4.70    -0.04    0.00     -937.91 
27       0.52     146.18   128.67   31.50    16.45    -316.33  -140.47  -404.09  0.00     -489.70  162.86   -38.09   -3.02    -0.89    0.00     -906.92 
28       0.53     195.97   99.52    34.06    19.93    -314.00  -145.87  -405.74  0.00     -489.27  160.79   -37.96   -1.89    -2.29    0.00     -886.76 
29       0.55     162.52   105.47   29.10    8.31     -310.86  -137.63  -406.54  0.00     -493.34  160.72   -36.51   -3.40    -2.20    0.00     -924.37 
30       0.49     175.84   102.88   29.50    13.20    -286.80  -146.36  -391.68  0.00     -480.86  158.43   -33.97   -3.35    -0.71    -0.00    -863.88 
31       0.52     160.70   94.36    31.38    12.89    -295.32  -142.17  -407.07  0.00     -491.31  160.64   -36.44   -3.83    -0.01    0.00     -916.19 
32       0.55     152.95   107.37   39.01    11.56    -297.30  -150.82  -405.86  0.00     -483.68  162.22   -41.40   -2.23    -1.66    0.00     -909.84 
33       0.46     156.83   123.47   26.10    15.86    -297.25  -150.97  -390.64  0.00     -494.43  163.22   -35.88   -8.30    -0.00    0.00     -892.01 
34       0.52     185.18   110.80   37.76    8.79     -326.09  -142.86  -408.12  0.00     -477.70  162.72   -39.64   -3.40    -0.08    0.00     -892.63 
35       0.54     176.26   127.51   36.20    12.08    -316.70  -137.21  -412.39  0.00     -489.38  162.26   -47.72   -10.14   -0.18    0.00     -899.39 
36       0.55     185.04   105.10   34.25    7.43     -320.84  -143.91  -416.14  0.00     -489.37  160.89   -45.38   -8.40    -1.49    0.00     -932.82 
37       0.53     148.03   109.23   28.22    12.70    -321.63  -139.02  -409.62  0.00     -491.85  161.61   -43.56   -3.33    -2.50    -0.00    -951.72 
38       0.54     167.20   107.33   31.28    13.06    -322.31  -147.95  -417.63  0.00     -481.04  164.58   -41.93   -7.27    -0.60    0.00     -935.27 
39       0.53     154.60   114.99   36.93    8.73     -310.34  -135.55  -407.99  0.00     -491.97  162.41   -43.26   -7.60    -1.29    0.00     -920.34 
40       0.57     164.80   107.31   34.46    9.59     -313.61  -141.29  -413.68  0.00     -491.00  162.11   -41.22   -4.25    -1.02    0.00     -927.78 
41       0.50     153.59   114.93   26.25    12.81    -321.96  -147.30  -407.80  0.00     -480.63  161.61   -45.47   -5.09    -1.92    0.00     -940.98 
42       0.52     155.41   114.12   37.46    14.41    -319.79  -135.61  -405.74  0.00     -484.56  161.37   -45.20   -8.54    -1.41    0.00     -918.09 
43       0.54     151.58   103.18   20.89    17.55    -312.34  -146.05  -408.10  0.00     -491.15  161.53   -43.45   -3.38    -0.79    0.00     -950.53 
44       0.51     147.24   96.16    27.23    15.30    -326.18  -139.61  -404.43  0.00     -490.99  162.74   -35.95   -1.63    -1.52    0.00     -951.63 
45       0.51     143.67   121.35   37.15    16.54    -310.59  -155.94  -405.90  0.00     -494.04  162.70   -41.88   -0.04    -1.75    0.00     -928.73 
46       0.52     170.18   93.06    29.75    14.00    -327.93  -149.69  -411.20  0.00     -490.92  165.78   -42.68   -0.17    -0.20    0.00     -950.03 
47       0.52     153.92   112.29   24.79    7.54     -312.78  -152.09  -408.87  0.00     -498.61  165.67   -42.13   -2.88    -2.16    -0.00    -955.29 
48       0.52     138.32   102.88   36.06    13.06    -323.44  -156.31  -413.43  0.00     -483.24  163.35   -43.69   -5.61    -0.13    0.00     -972.18 
49       0.49     152.91   104.69   28.11    10.55    -312.75  -147.96  -407.72  0.00     -497.93  160.89   -47.03   -9.50    -0.06    0.00     -965.81 
50       0.52     147.11   106.68   28.36    13.25    -318.07  -154.49  -415.41  0.00     -487.34  161.96   -41.83   -9.23    -0.44    0.00     -969.44 
51       0.54     147.79   98.21    34.13    8.08     -320.96  -149.82  -412.42  0.00     -492.28  164.42   -43.65   -7.44    -0.04    0.00     -973.98 
52       0.54     144.40   86.38    27.07    9.16     -335.00  -148.60  -414.52  0.00     -486.80  160.41   -45.35   -4.87    -1.94    0.00     -1009.63
53       0.53     152.85   94.52    30.90    13.34    -325.57  -148.76  -414.04  0.00     -493.72  161.66   -45.00   -6.79    -1.12    0.00     -981.74 
54       0.56     154.88   97.37    32.12    11.33    -336.75  -142.23  -416.60  0.00     -486.35  161.09   -41.43   -7.33    -1.82    0.00     -975.72 
55       0.53     161.38   104.78   39.88    7.36     -336.78  -145.03  -412.03  0.00     -499.19  164.11   -42.60   -10.06   -0.06    0.00     -968.26 
56       0.58     150.79   96.53    35.01    7.15     -329.44  -143.92  -414.01  0.00     -488.06  162.16   -40.42   -5.96    -2.42    0.00     -972.59 
57       0.54     133.72   85.80    27.00    13.23    -313.67  -145.84  -413.39  0.00     -493.10  159.33   -46.49   -5.41    -1.62    0.00     -1000.44
58       0.52     151.53   101.99   34.87    8.35     -335.90  -149.60  -410.01  0.00     -493.77  162.35   -41.20   -8.61    -1.68    0.00     -981.68 
59       0.53     140.33   102.46   31.77    16.45    -331.05  -162.01  -409.11  0.00     -494.51  159.88   -42.92   -8.83    -0.91    0.00     -998.45 
60       0.53     147.44   90.70    27.13    8.62     -331.84  -159.42  -410.33  0.00     -487.85  161.17   -36.74   -0.24    -0.72    0.00     -992.08 
61       0.52     148.86   98.09    28.04    11.27    -331.32  -162.70  -410.27  0.00     -493.02  162.37   -44.11   -1.08    -2.48    0.00     -996.35 
62       0.48     150.34   108.80   27.55    10.48    -316.18  -170.06  -404.91  0.00     -499.02  159.09   -45.86   -10.11   -1.54    0.00     -991.43 
63       0.51     154.75   84.92    29.18    4.90     -333.83  -158.88  -404.04  0.00     -481.72  159.99   -50.58   -10.66   -1.55    0.00     -1007.52
64       0.50     130.31   90.81    31.79    12.39    -330.47  -166.00  -410.07  0.00     -492.31  161.17   -47.69   -7.82    -0.81    0.00     -1028.71
65       0.56     130.40   86.42    27.68    9.32     -335.41  -142.19  -413.21  0.00     -482.00  161.82   -45.94   -6.92    -1.65    -0.00    -1011.67
66       0.54     125.53   93.51    28.57    7.94     -330.56  -154.09  -407.65  0.00     -479.64  159.23   -43.42   -7.47    -2.75    -0.00    -1010.80
67       0.51     121.26   85.84    35.51    18.41    -327.00  -159.22  -403.33  0.00     -485.52  162.22   -45.95   -6.01    -1.32    0.00     -1005.11
68       0.54     135.93   90.75    33.41    10.69    -343.55  -146.03  -405.99  0.00     -494.69  159.77   -44.60   -3.59    -1.62    0.00     -1009.53
69       0.54     137.63   105.54   28.03    5.92     -337.76  -150.21  -412.63  0.00     -493.74  160.85   -40.24   -2.43    -1.96    0.00     -1001.01
70       0.53     110.96   102.32   32.34    12.59    -345.17  -148.40  -413.05  0.00     -495.03  159.87   -41.95   -3.71    -1.73    0.00     -1030.96
71       0.54     118.20   81.36    24.94    13.54    -336.95  -148.57  -408.19  0.00     -498.84  161.55   -44.68   -2.76    -2.05    0.00     -1042.45
72       0.53     139.74   92.31    26.82    14.84    -342.13  -149.13  -416.99  0.00     -489.05  164.56   -42.48   -1.55    -1.54    0.00     -1004.59
73       0.48     138.25   82.64    26.51    6.87     -328.06  -159.62  -406.92  0.00     -493.94  161.84   -46.83   -7.42    -0.05    0.00     -1026.72
74       0.50     149.56   75.06    24.96    8.91     -342.91  -149.97  -413.57  0.00     -496.51  162.12   -47.81   -6.08    -1.05    0.00     -1037.30
75       0.52     120.09   100.58   22.01    9.27     -332.11  -155.24  -411.55  0.00     -496.51  161.40   -47.85   -9.38    -0.06    0.00     -1039.35
76       0.52     131.58   86.10    36.83    9.54     -332.50  -151.56  -412.19  0.00     -485.07  161.44   -47.54   -8.85    -2.00    0.00     -1014.23
77       0.56     127.76   80.14    29.29    11.11    -343.48  -149.85  -420.40  0.00     -490.20  161.47   -51.79   -8.18    -0.02    0.00     -1054.14
78       0.50     105.35   81.55    25.64    23.68    -337.36  -165.13  -413.10  0.00     -492.97  163.23   -44.40   -10.46   -0.03    0.00     -1064.00
79       0.51     135.04   79.51    25.26    13.68    -338.21  -152.16  -409.05  0.00     -497.36  163.68   -40.03   -5.55    -2.16    0.00     -1027.34
80       0.53     116.73   84.29    23.00    10.18    -346.50  -142.14  -414.92  0.00     -490.45  161.38   -43.98   -5.51    -0.25    0.00     -1048.15
81       0.54     137.16   88.36    23.45    15.75    -339.48  -158.05  -416.73  0.00     -492.58  162.21   -47.82   -8.03    -1.96    0.00     -1037.71
82       0.57     130.11   90.51    24.60    5.33     -358.14  -153.72  -416.16  0.00     -490.91  163.83   -45.63   -3.20    -1.33    0.00     -1054.71
83       0.55     119.43   76.15    22.31    11.06    -338.30  -156.42  -416.23  0.00     -485.99  161.45   -45.44   -9.21    -1.70    0.00     -1062.87
84       0.53     121.79   87.52    26.65    8.90     -345.51  -163.69  -414.48  0.00     -488.08  162.89   -45.57   -7.61    -1.13    0.00     -1058.33
85       0.53     136.76   85.90    30.10    12.91    -344.72  -150.07  -411.37  0.00     -495.61  159.28   -45.07   -5.37    -1.94    0.00     -1029.19
86       0.52     135.51   75.51    24.75    9.68     -342.96  -156.50  -417.34  0.00     -493.86  163.77   -43.22   -7.84    -1.34    0.00     -1053.85
87       0.52     128.10   82.04    18.39    11.05    -352.81  -161.40  -421.74  0.00     -488.90  163.27   -43.53   -7.45    -1.54    0.00     -1074.53
88       0.54     105.32   73.54    17.88    13.31    -343.23  -159.57  -416.05  0.00     -488.20  160.56   -41.07   -8.30    -2.31    0.00     -1088.13
89       0.52     107.79   84.81    21.54    12.74    -346.27  -152.74  -411.42  0.00     -501.02  164.17   -44.47   -6.92    -0.67    0.00     -1072.47
90       0.51     122.54   69.16    22.92    10.73    -339.97  -160.63  -415.90  0.00     -493.86  163.28   -41.55   -4.18    -2.41    0.00     -1069.86
91       0.49     110.66   69.45    18.43    7.90     -345.99  -159.08  -418.90  0.00     -490.63  165.02   -45.87   -9.44    -1.65    0.00     -1100.11
92       0.53     102.70   71.20    23.38    7.87     -353.31  -157.69  -416.40  0.00     -488.55  162.48   -49.06   -8.09    -2.13    0.00     -1107.59
93       0.53     131.61   66.86    21.92    9.64     -349.41  -155.37  -413.74  0.00     -492.47  161.66   -49.02   -7.21    -2.46    0.00     -1077.98
94       0.53     99.71    67.35    22.98    9.66     -351.53  -171.39  -413.05  0.00     -487.40  164.04   -47.71   -8.06    -1.59    0.00     -1116.99
95       0.52     90.85    65.57    16.01    14.42    -351.99  -164.96  -414.41  0.00     -492.30  163.29   -48.45   -6.66    -0.69    0.00     -1129.33
96       0.49     107.32   73.93    17.77    10.03    -346.26  -165.37  -415.20  0.00     -500.39  164.43   -44.56   -3.74    -0.44    0.00     -1102.48
97       0.51     115.23   68.47    21.74    10.98    -349.41  -158.81  -408.68  0.00     -488.72  161.05   -44.01   -9.24    -3.51    0.00     -1084.91
98       0.51     106.14   79.31    25.53    9.53     -357.80  -163.73  -412.59  0.00     -494.04  163.42   -48.49   -7.30    -2.37    0.00     -1102.39
99       0.52     90.70    79.04    18.91    7.76     -357.58  -156.76  -414.12  0.00     -493.80  160.55   -43.93   -7.35    -1.89    0.00     -1118.47
