Steps,    Chain,           Shake,           Chi,             Rama,            Excluded,        DSSP,            P_AP,            Water,           Burial,          Helix,           AMH-Go,       Frag_Mem,        Vec_FM,          Membrane,        SSB,          VTotal,      Ebond,     Epair
176000, 296.566810167191, 0, 53.3208359613148, -101.971814610726, 0, 0, 0, -9.24053586211142, -53.5722047238309, 0, 0, -312.801000474198, 0, 0, 0, -127.697909542361, 122.210477515488, 17.6449039535713
180000, 315.083346781539, 0, 58.8232953934559, -112.039897450013, 0, 0, 0, -7.91871298545402, -54.5686366950906, 0, 0, -306.963196883849, 0, 0, 0, -107.583801839412, 117.937137252811, 3.96311163617634
184000, 336.521367080029, 0, 50.4269560527491, -115.407712714779, 0, 0, 0, -14.7813120010893, -56.8014378618359, 0, 0, -313.853932021794, 0, 0, 0, -113.89607146672, 123.987723159519, 10.1677182681008
188000, 349.213563299829, 0, 50.4533410016699, -115.383100356631, 0, 0, 0, -13.6863361821072, -53.7882370844488, 0, 0, -309.31665305984, 0, 0, 0, -92.5074223815281, 130.909747408069, 6.69903625831012
192000, 272.336863872663, 0, 57.1776316311587, -101.767140365592, 0, 0, 0, -25.5428809834697, -55.5959230833188, 0, 0, -307.815485163922, 0, 0, 0, -161.206934092481, 115.529754779095, 10.4970646631073
196000, 238.593873479949, 0, 56.247665384792, -111.566079943941, 0, 0, 0, -24.6311758445655, -54.6624745833318, 0, 0, -309.508965428357, 0, 0, 0, -205.527156935454, 101.484746495603, 9.33213668180587
200000, 291.84844268701, 0, 58.7357089152608, -112.550483811363, 0, 0, 0, -20.6195311774983, -53.7524744264404, 0, 0, -321.102971581176, 0, 0, 0, -157.441309394207, 108.999709906771, 8.54580574562101
204000, 328.905276183008, 0, 73.4562505277158, -122.728167183392, 0, 0, 0, -20.6280427026234, -53.8556599430479, 0, 0, -314.170903407465, 0, 0, 0, -109.021246525805, 105.121508503896, 9.23940125620042
208000, 348.994660137194, 0, 47.075890709875, -114.203591971691, 0, 0, 0, -21.9574616732703, -55.5653168880112, 0, 0, -319.342246885315, 0, 0, 0, -114.998066571218, 97.4466832580272, 7.50925171719407
212000, 350.187300449855, 0, 57.4727600063157, -120.509267106126, 0, 0, 0, -18.3748790598556, -54.2424910801251, 0, 0, -299.635341075324, 0, 0, 0, -85.10191786526, 109.28855705038, 4.65966062189052
216000, 336.140280834549, 0, 62.2305022737258, -113.634597740947, 0, 0, 0, -17.8438410451638, -53.8683223691588, 0, 0, -310.353157481139, 0, 0, 0, -97.3291355281338, 107.682258840566, 7.9070450631784
220000, 298.650932076411, 0, 59.3731384683207, -113.138699058971, 0, 0, 0, -19.9033909014905, -54.6630869289769, 0, 0, -307.944105369464, 0, 0, 0, -137.625211714171, 126.561619845498, 10.1218980501048
224000, 273.110547267153, 0, 52.135915242193, -103.841918116328, 0, 0, 0, -24.4246704621966, -55.4334402696602, 0, 0, -321.563720443107, 0, 0, 0, -180.017286781946, 101.303685414629, 16.4221764958962
228000, 344.350853594437, 0, 41.6583503143126, -118.230958434038, 0, 0, 0, -24.8896880575459, -55.1824065154271, 0, 0, -318.991330013108, 0, 0, 0, -131.285179111369, 113.708268374705, 6.4834088846962
232000, 341.271523073335, 0, 55.0628831448714, -112.439117348105, 0, 0, 0, -30.8327126290262, -55.6587875702491, 0, 0, -318.118390300815, 0, 0, 0, -120.714601629989, 96.5361997645778, 9.32072652631348
236000, 320.518577546803, 0, 47.5778100268355, -121.23642634081, 0, 0, 0, -22.9009128163753, -56.0458421544794, 0, 0, -315.551249545273, 0, 0, 0, -147.638043283299, 108.585076780354, 6.41404309509864
240000, 241.440631930964, 0, 62.0237874440039, -115.008798790706, 0, 0, 0, -29.9943017107225, -55.2982086629454, 0, 0, -306.332515770295, 0, 0, 0, -203.169405559701, 129.3631991164, 8.76368451770434
244000, 313.555147388285, 0, 51.422126168571, -116.979997957967, 0, 0, 0, -31.7060389110782, -54.1943150912303, 0, 0, -314.167753395741, 0, 0, 0, -152.070831799161, 119.277762514591, 10.2629756598325
248000, 275.940441958848, 0, 59.2124898315622, -101.217461381002, 0, 0, 0, -27.8082019061739, -55.1322466543973, 0, 0, -314.164243292574, 0, 0, 0, -163.169221443737, 114.046665909935, 10.2120856644939
252000, 364.562918276922, 0, 44.7481569917607, -121.667456902826, 0, 0, 0, -24.7012741031769, -55.5924832512519, 0, 0, -312.955370593575, 0, 0, 0, -105.605509582147, 97.8770633409024, 3.84192214772701
256000, 260.646184619285, 0, 54.3055326425015, -108.155582467876, 0, 0, 0, -29.2759901366811, -57.2489461321869, 0, 0, -316.959600575867, 0, 0, 0, -196.688402050824, 126.537921619417, 12.4878796977359
260000, 263.830689972335, 0, 49.4006434765883, -112.998687407806, 0, 0, 0, -32.4842866959896, -54.3549015686324, 0, 0, -316.799694547685, 0, 0, 0, -203.40623677119, 119.488541847678, 8.20380789948153
264000, 272.844619651835, 0, 59.42442045559, -123.119428527376, 0, 0, 0, -23.7774942399923, -54.2031310852682, 0, 0, -315.546691465533, 0, 0, 0, -184.377705210745, 134.514052399334, 8.48571506258872
268000, 228.7659150912, 0, 65.1423953554518, -106.888608659215, 0, 0, 0, -21.3517308160446, -55.8981836639237, 0, 0, -312.314473595478, 0, 0, 0, -202.544686288009, 106.139933959154, 3.92940972949381
272000, 278.873607018517, 0, 61.4060235014437, -114.062893982686, 0, 0, 0, -21.2097474158454, -55.884940561591, 0, 0, -307.729056895, 0, 0, 0, -158.607008335162, 129.918258488017, 11.6460057163624
276000, 326.073449016995, 0, 70.9479168429944, -109.483653143947, 0, 0, 0, -19.1086246322712, -55.0577523889372, 0, 0, -310.492484619041, 0, 0, 0, -97.121148924207, 104.06078696912, 7.10810131900781
280000, 306.610299375357, 0, 56.7739145618292, -107.845790262989, 0, 0, 0, -25.3989422613769, -54.0699103212487, 0, 0, -304.35078580616, 0, 0, 0, -128.281214714588, 105.657320749803, 11.348690676435
284000, 281.605522996405, 0, 35.9370424172564, -111.29765655392, 0, 0, 0, -19.6024531643921, -55.8440117121707, 0, 0, -303.264073699405, 0, 0, 0, -172.465629716226, 129.614874658771, 11.7729054022793
288000, 405.019431806278, 0, 57.2763280060781, -114.962515319469, 0, 0, 0, -21.2252795292831, -54.5171409570049, 0, 0, -321.023057573464, 0, 0, 0, -49.4322335668649, 112.790707137828, 4.63850438169645
292000, 263.811803001596, 0, 60.2678760184574, -114.130564297853, 0, 0, 0, -20.7094628830804, -55.2956931310803, 0, 0, -314.584507190316, 0, 0, 0, -180.640548482276, 110.059626615174, 3.17659498459937
296000, 285.592989047056, 0, 61.966217294873, -119.643517012322, 0, 0, 0, -19.9104448416234, -56.1881428270159, 0, 0, -316.495820017194, 0, 0, 0, -164.678718356226, 117.74499163169, 8.91381290063789
300000, 276.424625865122, 0, 49.8085152421516, -117.087694301345, 0, 0, 0, -24.4209778440026, -54.7967319728449, 0, 0, -316.866265507034, 0, 0, 0, -186.938528517953, 104.979977075466, 5.13850538139152
304000, 311.367849137546, 0, 48.2999072804726, -115.768023733488, 0, 0, 0, -19.6566611870983, -56.0864709034866, 0, 0, -317.419909538129, 0, 0, 0, -149.263308944183, 131.732064014428, 6.88453909788513
308000, 315.661558324303, 0, 55.1790263016799, -107.753284528974, 0, 0, 0, -10.3403909958773, -55.571120955628, 0, 0, -307.478525604644, 0, 0, 0, -110.30273745914, 128.865201643137, 6.10459678253757
312000, 286.371165712271, 0, 58.7708439293613, -106.282471105978, 0, 0, 0, -8.73586841775361, -54.461715250335, 0, 0, -315.708803969033, 0, 0, 0, -140.046849101467, 115.312799480605, 7.45039224611861
316000, 329.216167678663, 0, 60.8714333295141, -117.757025342068, 0, 0, 0, -15.532981735264, -55.4420625899518, 0, 0, -308.407718557024, 0, 0, 0, -107.052187216131, 112.846183166284, 8.07101089703922
320000, 333.346099105356, 0, 60.13592498453, -115.433949793073, 0, 0, 0, -23.6531508696021, -55.5348510364948, 0, 0, -314.323132731212, 0, 0, 0, -115.463060340496, 109.685339329205, 7.20493589733149
324000, 218.654354817079, 0, 40.8049569849461, -117.945362320646, 0, 0, 0, -21.3371547223188, -55.2907600484335, 0, 0, -328.368607129305, 0, 0, 0, -263.482572418678, 101.320520481208, 4.87658907170212
328000, 264.686404824071, 0, 48.6591139240301, -111.642138644973, 0, 0, 0, -20.9231768379924, -55.9872370010232, 0, 0, -318.497907256227, 0, 0, 0, -193.704940992114, 116.033877395111, 10.2873072056874
332000, 295.489543165609, 0, 58.0865770197261, -119.751645808706, 0, 0, 0, -21.9196736537874, -55.6707659561339, 0, 0, -319.046485716643, 0, 0, 0, -162.812450949935, 98.3652922079913, 6.07063161589619
336000, 262.194642577197, 0, 45.1881974252873, -122.888946304009, 0, 0, 0, -11.3691982424734, -54.3914921282027, 0, 0, -312.827780169369, 0, 0, 0, -194.09457684157, 120.541168361623, 6.73460687780911
340000, 346.730106525785, 0, 51.8142730409698, -106.554764158594, 0, 0, 0, -10.9832659740356, -55.5686687824342, 0, 0, -310.021638360639, 0, 0, 0, -84.5839577089479, 111.904418663902, 9.6486558187425
344000, 352.381635128862, 0, 60.5236580295255, -108.632704672958, 0, 0, 0, -16.9332172600179, -56.2392901816839, 0, 0, -314.669109504144, 0, 0, 0, -83.5690284604162, 119.811423174268, 5.9887140613806
348000, 312.249846436401, 0, 53.8645679591307, -117.825880537559, 0, 0, 0, -15.9612829350941, -55.0120426596008, 0, 0, -316.431386124103, 0, 0, 0, -139.116177860825, 136.071733552815, 8.66977233931376
352000, 287.897881711444, 0, 48.9739973689159, -113.755380627726, 0, 0, 0, -20.3209598135406, -56.4544548294684, 0, 0, -316.37071375459, 0, 0, 0, -170.029629944965, 118.399601190137, 5.82039511143575
356000, 387.776367608045, 0, 59.5130049288343, -120.552108441789, 0, 0, 0, -15.2667318854559, -55.6129983371038, 0, 0, -317.494943379968, 0, 0, 0, -61.6374095074374, 112.80045706819, 5.86045804602797
360000, 351.716462388964, 0, 57.5447580631096, -119.18181177931, 0, 0, 0, -6.82334533395865, -54.6332960023932, 0, 0, -305.134768718742, 0, 0, 0, -76.5120013823303, 126.778642685201, 8.71535109743473
364000, 325.160492312299, 0, 53.7710773461614, -110.45370169923, 0, 0, 0, -11.3486528229745, -55.0985692401112, 0, 0, -313.935754993122, 0, 0, 0, -111.905109096977, 117.281621404568, 10.0491378886623
368000, 252.868918576598, 0, 50.917076122233, -105.080010590912, 0, 0, 0, -12.1717831864595, -55.4784921754516, 0, 0, -309.533148180475, 0, 0, 0, -178.477439434467, 106.129437073893, 8.35750603270706
372000, 255.648145824435, 0, 48.31019252125, -116.809751974811, 0, 0, 0, -15.7811629556476, -54.8206132718719, 0, 0, -306.732174227369, 0, 0, 0, -190.185364084015, 113.290403601716, 3.83144029778817
376000, 334.094622978635, 0, 54.3875464777955, -115.216737514072, 0, 0, 0, -16.2421767669838, -53.8318439215838, 0, 0, -316.872876174965, 0, 0, 0, -113.681464921174, 110.759042616584, 8.00375663488539
380000, 317.009167483097, 0, 45.2111810350408, -104.191337816547, 0, 0, 0, -18.3105419098001, -56.224425765841, 0, 0, -315.042285618568, 0, 0, 0, -131.548242592618, 100.876452890564, 12.715548845012
384000, 267.079073323648, 0, 47.6642725323823, -107.147302961955, 0, 0, 0, -18.0468510579681, -54.3510109521964, 0, 0, -317.778540666023, 0, 0, 0, -182.580359782112, 115.626629332294, 6.02743117354621
388000, 258.909806518217, 0, 44.4604257823908, -118.039720739088, 0, 0, 0, -17.7222237102524, -55.5268881340488, 0, 0, -317.773328260316, 0, 0, 0, -205.691928543097, 120.090361624336, 5.74115630877727
392000, 252.633606313564, 0, 42.9667824993433, -113.95086578917, 0, 0, 0, -13.2244434339067, -54.7024560746064, 0, 0, -325.238368402686, 0, 0, 0, -211.515744887462, 122.11223853668, 4.18646943927652
396000, 341.514588729655, 0, 55.0935432872518, -120.575829867137, 0, 0, 0, -20.4641087846618, -55.7345002672273, 0, 0, -315.971023636195, 0, 0, 0, -116.137330538314, 139.540888052342, 6.88981176454923
400000, 319.796310321734, 0, 66.6891891753987, -116.450043075862, 0, 0, 0, -20.1231131460176, -55.1940908626454, 0, 0, -319.28845120521, 0, 0, 0, -124.570198792602, 124.254683033928, 7.18151153407086
404000, 286.930232875241, 0, 41.8935108498076, -111.950232647779, 0, 0, 0, -18.4463597313705, -55.6859491829511, 0, 0, -303.518555611832, 0, 0, 0, -160.777353448884, 115.607005866666, 5.56190313142698
408000, 266.884741637917, 0, 41.704311560334, -107.369248085783, 0, 0, 0, -10.2999146988979, -55.3781620557879, 0, 0, -314.771076188357, 0, 0, 0, -179.229347830575, 131.712042346575, 11.0352118586622
412000, 331.202826267953, 0, 53.7054427317003, -114.627822699786, 0, 0, 0, -16.4385218969365, -55.6550556561595, 0, 0, -322.487180119204, 0, 0, 0, -124.300311372433, 115.65315313666, 9.30173391355556
416000, 236.635384895918, 0, 53.8268146986548, -116.156273617647, 0, 0, 0, -14.4850554534638, -55.3563865550908, 0, 0, -312.009100743598, 0, 0, 0, -207.544616775227, 109.387350666928, 13.8700987990845
420000, 270.774602850826, 0, 47.5449907825889, -108.887134934408, 0, 0, 0, -13.4690961580797, -54.6113341686248, 0, 0, -313.927618678015, 0, 0, 0, -172.575590305713, 126.011264598912, 6.06737257339245
424000, 247.197224994201, 0, 41.6341690800261, -112.821372880959, 0, 0, 0, -10.5486600347228, -54.9494931008695, 0, 0, -300.114690801727, 0, 0, 0, -189.602822744051, 112.576388846844, 13.7313228486903
428000, 300.74990358848, 0, 49.459217877322, -108.80027089582, 0, 0, 0, -18.0362029345579, -55.471360346525, 0, 0, -313.141049813031, 0, 0, 0, -145.239762524132, 120.167168216006, 9.64703960213993
432000, 323.360509232042, 0, 52.7612678108119, -110.472538715837, 0, 0, 0, -10.9303893606685, -54.8410190323831, 0, 0, -310.913694199874, 0, 0, 0, -111.035864265909, 119.826562352647, 7.54079169520413
436000, 266.350321219025, 0, 53.7193373231792, -110.913052995803, 0, 0, 0, -17.0140069626765, -54.7783251596836, 0, 0, -313.199588901954, 0, 0, 0, -175.835315477913, 123.736975330716, 7.07072370930675
440000, 328.507529447625, 0, 49.9771533638391, -105.220046981363, 0, 0, 0, -13.6614785869382, -53.7903987410547, 0, 0, -309.186512046041, 0, 0, 0, -103.373753543933, 118.979865571072, 7.81554855132741
444000, 255.341329404935, 0, 50.7110461298197, -115.41892081553, 0, 0, 0, -23.6471906613481, -55.9116262270489, 0, 0, -309.482167174367, 0, 0, 0, -198.407529343539, 115.374476332862, 8.09403610460187
448000, 260.069163824149, 0, 49.0075801869709, -120.231872664509, 0, 0, 0, -15.7945873930234, -54.412310719866, 0, 0, -325.490753635558, 0, 0, 0, -206.852780401837, 110.42166626853, 7.7649830129159
452000, 242.764220298733, 0, 55.2425363802828, -110.41774754973, 0, 0, 0, -20.3536687427666, -54.2773824299091, 0, 0, -313.281114346761, 0, 0, 0, -200.323156390151, 109.319103124034, 9.13165651724286
456000, 328.433330081376, 0, 33.9711919505223, -115.422784257184, 0, 0, 0, -12.2913244990082, -55.2291155306984, 0, 0, -314.778330257784, 0, 0, 0, -135.317032512776, 118.665061718182, 4.23042389439114
460000, 311.579835733529, 0, 52.2045387294773, -121.538492546196, 0, 0, 0, -14.5590677174636, -56.0751294121987, 0, 0, -311.07401142814, 0, 0, 0, -139.462326640992, 118.220599709791, 5.73554092608592
464000, 327.849436308854, 0, 50.792416104559, -121.132457804645, 0, 0, 0, -24.3801998469332, -54.447566617526, 0, 0, -319.204161925968, 0, 0, 0, -140.522533781659, 114.1123264423, 13.776945298186
468000, 282.245580759323, 0, 57.8226019162768, -108.086182277221, 0, 0, 0, -24.3176583600574, -55.2974472156776, 0, 0, -315.505741707218, 0, 0, 0, -163.138846884574, 105.916953880649, 10.3112562884723
472000, 257.28659179658, 0, 51.2232422194474, -119.524025413038, 0, 0, 0, -23.3498224742954, -55.4887954504244, 0, 0, -316.549843295556, 0, 0, 0, -206.402652617286, 111.904138862671, 5.84608830058482
476000, 215.544248684674, 0, 43.3192406549934, -115.450250180851, 0, 0, 0, -24.0547339962618, -54.6323260716874, 0, 0, -311.572946895544, 0, 0, 0, -246.846767804677, 115.461428909142, 10.2615322316697
480000, 344.994843677805, 0, 44.2348659818216, -114.725633165149, 0, 0, 0, -18.4350179659634, -54.2838497889568, 0, 0, -321.552565202306, 0, 0, 0, -119.767356462749, 122.334568051931, 10.8720837931885
484000, 277.239250566883, 0, 50.9726925160781, -107.115916600359, 0, 0, 0, -22.8550020875225, -54.4757499144779, 0, 0, -317.725737709613, 0, 0, 0, -173.960463229011, 106.28711189906, 5.55964706167069
488000, 326.611865954752, 0, 65.5138410465909, -101.531174523166, 0, 0, 0, -24.9992988548773, -53.808513093466, 0, 0, -308.065817426786, 0, 0, 0, -96.2790968969524, 108.135267233119, 3.6679070208767
492000, 339.440908885159, 0, 50.3592407686851, -111.917829430886, 0, 0, 0, -20.162776794152, -55.0185673490306, 0, 0, -318.373467130874, 0, 0, 0, -115.672491051099, 117.806378887861, 9.24347948203505
496000, 272.037970985299, 0, 49.9695658097228, -116.398254681783, 0, 0, 0, -22.1416218927961, -55.7421949187771, 0, 0, -322.839835326619, 0, 0, 0, -195.114370024953, 99.0431275228315, 11.4374064916496
500000, 341.801491133994, 0, 51.3973057309143, -114.652283497187, 0, 0, 0, -25.6310137799982, -55.8869722568582, 0, 0, -302.93935698071, 0, 0, 0, -105.910829649845, 121.445702844759, 10.5172376333951
504000, 232.495281003678, 0, 51.4706079923739, -113.914656636352, 0, 0, 0, -26.7969014385848, -56.2714677506612, 0, 0, -317.162206079242, 0, 0, 0, -230.179342908788, 102.877220626801, 6.61318372894647
508000, 293.139053308263, 0, 60.0943317907898, -113.139882932803, 0, 0, 0, -20.42183871798, -54.6527172713984, 0, 0, -320.957930606947, 0, 0, 0, -155.938984430076, 114.740488859923, 5.30587303014613
512000, 238.862340450411, 0, 40.7217914271916, -117.42156075306, 0, 0, 0, -33.0520933540963, -55.2350903342312, 0, 0, -323.889798230968, 0, 0, 0, -250.014410794753, 129.790580960576, 6.21624215805827
516000, 241.114694449265, 0, 46.5666597678131, -118.523160933776, 0, 0, 0, -29.2331686554597, -54.8386460152311, 0, 0, -320.395007835498, 0, 0, 0, -235.308629222887, 108.731792342205, 5.68185775365546
